the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Location,Borough,Date_Insta,POINT_X,POINT_Y,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.9458697586524 40.798594378579274),1,Manhattan,111,9,68,30,13,Madison Avenue and East 114th Street pedestrian crossing (mid-block),Manhattan,07/19/2018,-73.94586959,40.79859386,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.91669469744485 40.87893680450463),2,Bronx,208,11,81,34,16,Kappock Street and Netherland Avenue,Bronx,05/02/2007,-73.91669456,40.8789364,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98817586293472 40.774735845208916),1,Manhattan,107,6,67,31,10,West End Avenue and West 64th Street,Manhattan,05/22/2019,-73.98817561,40.77473533,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84721410376304 40.73864345450321),4,Queens,406,29,27,16,6,Horace Harding Parkway Service Road Eastbound at Grand Central Parkway Service Road West,Queens,01/10/2020,-73.84721418,40.73864274,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-74.0262132357455 40.6214929187516),3,Brooklyn,310,43,46,22,11,86th Street between 4th Avenue and 5th Avenue,Brooklyn,02/22/2016,-74.02621328,40.62149265,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.72601296187891 40.73352679955697),4,Queens,413,23,33,11,3,Hillside Avenue and Cross Island YMCA (170' West of 239th Street) (mid-block),Queens,05/26/2020,-73.7260132,40.73352597,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85975969333043 40.71184581085915),4,Queens,405,30,28,15,6,Woodhaven Boulevard and Metropolitan Avenue,Queens,09/25/2019,-73.85975978,40.71184514,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94946106235443 40.83096198783762),1,Manhattan,109,7,71,31,13,Riverside Drive and West 151st Street,Manhattan,05/11/2017,-73.94946088,40.83096154,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99547372795733 40.75962658977922),1,Manhattan,104,3,75,27,10,10th Avenue and West 42nd Street,Manhattan,09/14/2021,-73.99547346,40.75962605,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.78700778941442 40.698342532730315),4,Queens,412,27,32,14,5,Merrick Boulevard and 108th Avenue,Queens,07/26/2021,-73.78700803,40.69834177,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.89755304490245 40.76004509096589),4,Queens,403,22,36,13,14,30th Avenue and 70th Street,Queens,02/17/2022,-73.89755299,40.76004444,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.98903058899894 40.69212426595806),3,Brooklyn,302,33,52,26,7,Adams Street/Boerum Place and Fulton Street,Brooklyn,04/25/2012,-73.98903047,40.69212381,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94583115901102 40.75781070006061),4,Queens,401,26,37,12,12,Vernon Boulevard and 40th Avenue,Queens,11/30/2016,-73.945831,40.7578101,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-73.78824378606383 40.850842731528296),2,Bronx,210,13,82,34,14,City Island Avenue and Bowne Street,Bronx,02/26/2020,-73.78824389,40.85084208,AE,,1
POINT (-73.99346386367976 40.75219098761476),1,Manhattan,104,3,75,27,10,West 34th Street between 7th and 8th Avenues,Manhattan,03/12/2016,-73.9934636,40.75219043,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96787559370973 40.80135309406674),1,Manhattan,107,7,69,30,10,Broadway and West 106th Street,Manhattan,02/11/2020,-73.96787538,40.80135261,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91375847390422 40.838702694242286),2,Bronx,204,16,77,29,15,East 170th Street and 150’ West of Grand Concourse,Bronx,04/29/2019,-73.9137584736,40.8387026946,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.77670936911255 40.721620669331145),4,Queens,408,24,24,11,5,Grand Central Parkway E/B SR with McLaughlin Avenue and 188th Street,Queens,12/15/2021,-73.77670961,40.72161988,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.76360748052045 40.71928343510835),4,Queens,408,23,24,14,5,Hillside Avenue and 199th Street,Queens,02/06/2017,-73.76360775,40.71928263,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84780269629007 40.740049555120585),4,Queens,404,21,35,13,14,Horace Harding Expressway Westbound Service Road at Corona Avenue,Queens,01/10/2020,-73.84780277,40.74004884,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.9795457637406 40.766198523532125),1,Manhattan,105,4,75,28,12,7th Avenue and West 58th Street,Manhattan,07/18/2021,-73.97954553,40.76619798,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95878215827767 40.763991712849325),1,Manhattan,108,5,76,28,12,First Avenue and East 66th Street,Manhattan,10/26/2020,-73.95878197,40.76399114,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97625188310367 40.74002400332504),1,Manhattan,106,2,74,27,12,1st Avenue and East 28th Street,Manhattan,11/10/2018,-73.97625168,40.74002344,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.81447249571775 40.67553426499739),4,Queens,410,28,31,10,5,Rockaway Boulevard and 123rd Street,Queens,08/06/2019,-73.81447271,40.67553356,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.97251078260184 40.79914650185787),1,Manhattan,107,6,69,31,10,Riverside Drive and West 101st Street (mid-block),Manhattan,02/13/2019,-73.97251056,40.79914602,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90813964636376 40.83483185001319),2,Bronx,203,16,79,33,15,Webster Avenue between East 169th and East 170th Street (mid-block),Bronx,04/05/2019,-73.90813954,40.83483135,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.88772659680879 40.81193605042418),2,Bronx,202,17,84,34,15,Randall Avenue and Manida Street,Bronx,06/03/2021,-73.88772654,40.81193548,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00448472122447 40.724897212768006),1,Manhattan,102,3,66,27,10,Avenue of the Americas with Dominick Street  and Clark Street,Manhattan,01/26/2017,-74.0044845,40.72489672,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.94276569605162 40.66206078604781),3,Brooklyn,309,41,43,20,9,East New York Avenue and Kingston Avenue,Brooklyn,02/04/2021,-73.94276572,40.66206031,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97462512166084 40.62372470138548),3,Brooklyn,312,44,48,17,10,Avenue J and East 2nd Street,Brooklyn,05/19/2021,-73.97462518,40.62372435,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.14277469228144 40.6337916182349),5,Staten Island,501,49,61,23,11,Innis Street and Trantor Place,Staten Island,10/23/2019,-74.14277475,40.63379148,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90093806175615 40.85776006828412),2,Bronx,205,14,86,33,15,East 183rd Street at Creston Avenue,Bronx,01/08/2020,-73.90093796,40.8577596,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9910238543891 40.671459002466484),3,Brooklyn,306,39,52,25,7,3rd Avenue at 9th Street,Brooklyn,01/14/2020,-73.99102378,40.67145859,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.91550658709623 40.69259342680529),3,Brooklyn,304,34,54,18,7,Central Avenue and Madison Street,Brooklyn,02/26/2021,-73.9155066,40.69259286,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93867296816501 40.605002672639074),3,Brooklyn,315,46,41,22,9,Gerritsen Avenue and Avenue S,Brooklyn,05/24/2021,-73.93867311,40.60500228,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.94136675673126 40.83089229985607),1,Manhattan,112,7,71,30,13,St Nicholas Avenue and West 156th Street,Manhattan,05/12/2017,-73.94136659,40.83089184,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.899615816229 40.87875581679029),2,Bronx,208,14,81,33,13,Ft. Independence Street and Heath Avenue,Bronx,03/18/2022,-73.8996157077,40.8787553845,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99454258115355 40.66725420843573),3,Brooklyn,307,39,51,20,7,3rd Avenue and 16th Street,Brooklyn,05/25/2021,-73.99454251,40.66725381,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.9847338645954 40.76417096146607),1,Manhattan,104,3,67,27,10,Eighth Avenue and West 53rd Street,Manhattan,10/26/2019,-73.98473362,40.76417042,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85737354178931 40.68572361650158),4,Queens,409,32,38,15,7,Atlantic Avenue and 84th Street,Queens,11/21/2018,-73.85737367,40.68572297,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.73384011259546 40.67546393298975),4,Queens,413,31,29,14,5,Laurelton Parkway and 133rd Avenue,Queens,01/10/2022,-73.73384041,40.67546312,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-74.08464748125853 40.6152065412601),5,Staten Island,501,49,61,23,11,Vanderbilt Avenue and Targee Street,Staten Island,01/02/2019,-74.08464758,40.61520634,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8213608008472 40.67850469680789),4,Queens,410,28,31,10,5,Linden Boulevard and 118th Street,Queens,04/28/2022,-73.821361,40.678504,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88882497472615 40.63436763342748),3,Brooklyn,318,46,59,19,8,Seaview Avenue and East 98th Street,Brooklyn,01/13/2021,-73.88882513,40.6343671,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-74.10690632406039 40.63046550337942),5,Staten Island,501,49,61,24,11,Forest Avenue and North Mada Avenue,Staten Island,10/18/2021,-74.10690638,40.63046532,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7674573314474 40.657053352918865),4,Queens,413,31,31,10,5,Guy R Brewer Boulevard and 150th Avenue,Queens,05/24/2021,-73.76745764,40.65705258,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.98307093646976 40.730654597651274),1,Manhattan,103,2,66,27,12,First Avenue and East 13th Street,Manhattan,06/21/2021,-73.98307074,40.73065406,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.85775303586719 40.75802666030654),4,Queens,403,21,35,13,14,Northern Boulevard and 112th Street,Queens,11/06/2018,-73.85775307,40.75802596,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95310352186617 40.67179020552851),3,Brooklyn,308,35,57,20,9,Rogers Avenue and St Johns Place,Brooklyn,09/10/2019,-73.95310351,40.67178973,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85484076899881 40.686447821384434),4,Queens,409,32,38,15,7,Atlantic Avenue at 87th Street,Queens,09/25/2020,-73.8548409,40.68644717,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93208321955599 40.7426606594432),4,Queens,402,26,37,12,12,47th Avenue and 33rd Street,Queens,03/18/2022,-73.9320831065,40.7426600398,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99062352729692 40.75099134386018),1,Manhattan,105,3,75,31,10,"West 34th Street between Broadway, 6th and 7th Avenues",Manhattan,05/07/2016,-73.99062327,40.75099078,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9791759435536 40.77178021195383),1,Manhattan,164,6,75,29,10,Central Park West and West 65th Street (North/East/West Legs-Phase II),Manhattan,10/20/2015,-73.97917571,40.77177968,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92018401280622 40.64703064303021),3,Brooklyn,317,45,58,21,8,Ralph Avenue with Beverly Road and Avenue B,Brooklyn,01/27/2021,-73.9201841,40.64703015,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.81005561761974 40.76437790510995),4,Queens,407,19,40,16,6,Northern Boulevard at 155th Street,Queens,06/09/2020,-73.81005575,40.76437716,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81277866404486 40.704875949810855),4,Queens,408,24,24,11,6,Hillside Avenue and 143rd Street,Queens,01/31/2022,-73.81277885,40.70487522,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86241882509614 40.66778437938802),3,Brooklyn,305,42,60,19,8,Loring Avenue and Eldert Lane,Brooklyn,11/03/2020,-73.86241897,40.66778376,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.74653894111974 40.735778878536514),4,Queens,411,23,24,11,6,Union Turnpike and Springfield Boulevard,Queens,10/27/2016,-73.74653922,40.73577805,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89958534283008 40.67134157271455),3,Brooklyn,305,37,55,19,8,Pitkin Avenue at Williams Avenue,Brooklyn,01/21/2020,-73.89958542,40.67134101,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85916897697341 40.837896166297384),2,Bronx,209,18,87,32,14,Unionport Road and Crosswalk East of Metropolitan Oval (mid-block),Bronx,09/10/2019,-73.85916896,40.8378956,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93269682880141 40.70317211788347),3,Brooklyn,301,34,53,18,7,Flushing Avenue and Bogart Street,Brooklyn,12/06/2016,-73.93269679,40.70317156,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94676855753106 40.831471301165216),1,Manhattan,109,7,71,31,13,Broadway and West 153rd Street,Manhattan,07/26/2019,-73.94676838,40.83147085,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87647900113849 40.74841769052368),4,Queens,403,21,34,13,14,"Roosevelt Avenue with Elmhurst Avenue, Case Street and 90th Street",Queens,04/08/2022,-73.876479,40.748417,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97183374198575 40.57980448706306),3,Brooklyn,313,48,46,23,8,Neptune Avenue and West 5th Street,Brooklyn,10/07/2020,-73.9718339,40.57980421,AE,,1
POINT (-73.97934945963891 40.73555339131664),1,Manhattan,106,2,74,27,12,1st Avenue and East 21st Street,Manhattan,06/17/2017,-73.97934926,40.73555284,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.9446390999087 40.70231385922724),3,Brooklyn,301,34,53,18,7,Broadway and Bartlett Street,Brooklyn,01/12/2021,-73.94463904,40.70231332,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.84802244436655 40.72280450787398),4,Queens,406,29,28,16,6,Yellowstone Boulevard and Queens Boulevard,Queens,10/31/2018,-73.84802254,40.72280381,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99716524310773 40.61599533241805),3,Brooklyn,311,43,49,22,10,17th Avenue at 73rd Street,Brooklyn,03/31/2020,-73.99716529,40.61599504,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86760207225053 40.673411767503104),3,Brooklyn,305,42,60,19,8,Sutter Avenue and Autumn Avenue,Brooklyn,08/31/2021,-73.8676022,40.67341115,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.93675570304602 40.59881759633195),3,Brooklyn,315,46,41,19,9,Avenue V at Coyle Street,Brooklyn,06/09/2020,-73.93675586,40.59881721,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-74.01372646838782 40.63148615023854),3,Brooklyn,310,43,49,23,10,8th Avenue and 67th Street,Brooklyn,05/14/2021,-74.01372648,40.63148585,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88263499170772 40.881453565645295),2,Bronx,207,11,80,36,13,Jerome Avenue between East 208th Street and East Gun Hill Road (mid-block),Bronx,02/21/2019,-73.88263491,40.88145311,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87713776474017 40.82395810917151),2,Bronx,209,18,85,32,15,Bruckner Boulevard North Westbound and Boynton Avenue,Bronx,03/18/2022,-73.8771377219,40.8239575454,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.80910578089038 40.78468191721129),4,Queens,407,19,26,11,3,Clintonville Street and Locke Avenue,Queens,08/01/2014,-73.8091059,40.7846812,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98533105694689 40.773530580612125),1,Manhattan,107,6,67,27,10,Amsterdam Avenue and West 64th Street,Manhattan,02/11/2020,-73.98533081,40.77353006,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93038729847937 40.76666793047355),4,Queens,401,22,36,12,12,21st Street and 31st Road,Queens,07/12/2019,-73.93038717,40.76666733,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2
POINT (-74.0149074402036 40.64423007156744),3,Brooklyn,307,38,51,20,7,4th Avenue and 54th Street,Brooklyn,10/21/2015,-74.01490742,40.64422975,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.76401820706923 40.71331988276577),4,Queens,412,23,29,14,5,Jamaica Avenue and 196th Street,Queens,10/30/2015,-73.76401848,40.71331908,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96608105879731 40.794841189659294),1,Manhattan,107,7,69,30,10,Columbus Avenue midblock crossing between West 97th Street and West 100th Street (West 99th Street),Manhattan,05/17/2018,-73.96608085,40.79484069,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.999448084603 40.74907313408377),1,Manhattan,104,3,75,31,10,9th Avenue and West  27th Street,Manhattan,01/26/2017,-73.99944781,40.74907258,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.99828614090997 40.74047106811151),1,Manhattan,104,3,75,27,12,7th Avenue and West 17th Street,Manhattan,09/01/2019,-73.99828589,40.74047053,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.86072608494499 40.711995199334254),4,Queens,405,30,28,15,6,Metropolitan Avenue and Aubrey Avenue,Queens,11/01/2021,-73.86072617,40.71199453,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99205265066342 40.69034589741777),3,Brooklyn,302,33,52,26,7,Court Street and State Street,Brooklyn,03/30/2014,-73.99205253,40.69034545,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95319085305074 40.608808278754324),3,Brooklyn,315,48,41,17,9,Ocean Avenue and Quentin Road,Brooklyn,12/29/2020,-73.95319097,40.60880791,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.95161188885096 40.69059680918272),3,Brooklyn,303,36,57,25,8,Nostrand Avenue and Kosciuszko Street,Brooklyn,10/25/2021,-73.95161184,40.6905963,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81361711160442 40.78557036031106),4,Queens,407,19,26,11,3,150th Street and 15th Drive,Queens,07/14/2017,-73.81361722,40.78556965,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96411318303313 40.799771969239046),1,Manhattan,107,7,69,30,13,West 106th Street between Amsterdam Avenue and Columbus Avenue (mid-block),Manhattan,04/20/2022,-73.962867,40.799235,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81086285059664 40.68602443896747),4,Queens,410,28,32,10,5,109th Avenue and 133rd Street,Queens,04/17/2020,-73.81086306,40.68602372,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.83054528553997 40.77022320266573),4,Queens,407,20,40,11,6,31st Road and 138th Street,Queens,04/25/2020,-73.83054537,40.77022249,AE,,3
POINT (-74.00959192936791 40.73873493379014),1,Manhattan,102,3,66,27,10,West Street and Horatio Street (mid-block),Manhattan,03/20/2019,-74.00959167,40.73873443,AE,,1
POINT (-73.88756117621638 40.730197586065664),4,Queens,405,30,30,15,6,Grand Avenue and 74th Street,Queens,10/15/2020,-73.88756118,40.73019693,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8396510590913 40.88092784666484),2,Bronx,212,12,83,36,16,Boston Road and Edson Avenue,Bronx,03/30/2021,-73.83965105,40.88092732,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9830482852558 40.67740605643796),3,Brooklyn,306,39,52,25,7,4th Avenue and Union Street,Brooklyn,10/18/2016,-73.98304821,40.67740562,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94123841880854 40.755233890672706),4,Queens,401,26,37,12,12,21st Street and 40th Avenue,Queens,10/20/2021,-73.94123827,40.75523328,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.90993948974896 40.74556316897279),4,Queens,402,26,30,12,14,Skillman Avenue and 54th Street,Queens,10/08/2019,-73.90993942,40.74556252,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95997660795952 40.65021055673211),3,Brooklyn,314,40,42,21,9,Church Avenue and East 21st Street,Brooklyn,01/06/2022,-73.95997663,40.65021013,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94741985740248 40.62427547616031),3,Brooklyn,314,45,42,17,9,Avenue K and East 29th Street,Brooklyn,06/22/2018,-73.94741995,40.62427507,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.99827543940418 40.7353905180627),1,Manhattan,102,3,66,27,10,Avenue of the Americas and West 11th Street,Manhattan,02/13/2020,-73.9982752,40.73538999,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.97410525845478 40.635982834961816),3,Brooklyn,312,39,44,17,10,Ditmas Avenue and East 5th Street,Brooklyn,12/12/2012,-73.97410529,40.63598246,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9213943536457 40.60868148385537),3,Brooklyn,318,46,59,22,8,Flatbush Avenue between Avenue U and Avenue V (mid-block),Brooklyn,04/07/2018,-73.92139451,40.60868105,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.95829321836624 40.679831660570976),3,Brooklyn,302,36,57,25,8,Atlantic Avenue and Classon Avenue,Brooklyn,08/03/2019,-73.95829318,40.67983118,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96141450263754 40.68870710122307),3,Brooklyn,302,35,57,25,8,Lafayette Avenue and Emerson Place (mid-block),Brooklyn,01/02/2019,-73.96141444,40.68870661,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94867785819088 40.81569280991177),1,Manhattan,109,9,70,30,13,St Nicholas Avenue and Pedestrian Crossing between West 130th and West 133rd Streets,Manhattan,05/15/2017,-73.94867768,40.81569233,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92194644450609 40.84104446845286),2,Bronx,204,16,77,29,15,Edward L Grant Highway and Shakespeare Avenue,Bronx,09/09/2021,-73.92194631,40.841044,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9312652453891 40.751992328366015),4,Queens,401,26,37,12,12,Northern Boulevard and 33rd Street,Queens,02/17/2017,-73.93126512,40.7519917,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.82869102141636 40.88197980265113),2,Bronx,210,12,82,34,16,Baychester Avenue with Tillotson Avenue and Rombouts Avenue,Bronx,09/09/2021,-73.82869103,40.88197926,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94765479095099 40.65090005999494),3,Brooklyn,317,40,43,20,9,Church Avenue with East 32nd Street and Raleigh Place,Brooklyn,04/23/2020,-73.94765483,40.65089961,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92905210192609 40.66094975763605),3,Brooklyn,317,41,58,20,9,Rutland Road with East 52nd Street and Remsen Avenue,Brooklyn,01/17/2017,-73.92905215,40.66094926,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9251854504162 40.74391897914751),4,Queens,402,26,37,12,14,Queens Boulevard at 39th Place,Queens,10/22/2019,-73.92518535,40.74391835,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8178939761167 40.68867076013905),4,Queens,410,28,24,10,5,Liberty Avenue and 127th Street,Queens,07/23/2021,-73.81789417,40.68867005,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85666598817026 40.88244880574053),2,Bronx,212,12,83,36,16,Bronxwood Avenue and East 220th Street,Bronx,02/03/2010,-73.85666595,40.88244831,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91629945356334 40.67857643572035),3,Brooklyn,316,41,55,25,8,Fulton Street and Saratoga Avenue,Brooklyn,10/09/2020,-73.91629949,40.67857589,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93726699921233 40.829163719037204),1,Manhattan,110,9,71,30,13,Frederick Douglass Boulevard and West 156th Street,Manhattan,05/22/2017,-73.93726684,40.82916325,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.88802692773591 40.7493564395773),4,Queens,403,25,39,13,14,37th Avenue and  78th Street,Queens,05/23/2018,-73.8880269,40.74935576,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94231537594139 40.657608520005915),3,Brooklyn,309,40,43,20,9,Winthrop Street and Kingston Avenue,Brooklyn,02/08/2022,-73.94231541,40.65760805,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95199942097022 40.798832399994595),1,Manhattan,110,9,68,30,13,Malcolm X Boulevard (Lenox Avenue) and West 111th Street,Manhattan,10/19/2021,-73.95199924,40.79883189,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.86813895650181 40.68266503664655),3,Brooklyn,305,37,54,18,7,Atlantic Avenue and Sheridan Avenue/Nichols Avenue,Brooklyn,04/14/2021,-73.86813907,40.68266441,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.83307236295137 40.729920203138505),4,Queens,408,24,27,16,6,Park Drive East at 136th Street,Queens,01/16/2020,-73.83307248,40.72991948,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.83361819085992 40.88418550083526),2,Bronx,212,12,83,36,16,Boston Road and Bivona Street,Bronx,07/03/2019,-73.83361819,40.88418497,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.02446577414727 40.62043655944707),3,Brooklyn,310,43,46,22,11,86th Street and Fort Hamilton Parkway,Brooklyn,04/16/2019,-74.02446582,40.62043629,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9858219269131 40.75725710559501),1,Manhattan,105,3,75,27,12,Broadway and 7th Avenue with West 44th Street,Manhattan,02/24/2017,-73.98582168,40.75725655,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94389536462985 40.80708809585796),1,Manhattan,110,9,70,30,13,West 125th Street at 400’ west of Lenox Avenue,Manhattan,10/28/2016,-73.9438953642,40.8070880956,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-74.0721925757186 40.59893565006795),5,Staten Island,502,50,64,24,11,Hylan Boulevard and West Fingerboard Road,Staten Island,05/19/2021,-74.07219272,40.59893545,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8881087213386 40.664049091589916),3,Brooklyn,305,42,60,19,8,New Lots Avenue with Miller Avenue and Riverdale Avenue,Brooklyn,04/15/2020,-73.88810883,40.66404852,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.87567010449484 40.83400766866694),2,Bronx,209,18,85,32,15,East 174th Street and Morrison Avenue,Bronx,08/30/2021,-73.87567006,40.83400712,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.96337244494953 40.808906553639474),1,Manhattan,109,7,69,30,10,Broadway and West 117th Street (midblock crossing),Manhattan,05/17/2018,-73.96337224,40.80890608,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98820018851448 40.71855631781563),1,Manhattan,103,1,65,26,12,Delancey Street and Essex Street,Manhattan,06/05/2019,-73.98820001,40.71855581,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89102440800866 40.73936017323532),4,Queens,402,26,34,12,6,Queens Boulevard between 72nd and 73rd Streets,Queens,11/10/2016,-73.89102439,40.73935951,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82675697600429 40.878938540469235),2,Bronx,210,12,82,36,16,Co-Op City Boulevard and Rombouts Avenue and Carver Loop West,Bronx,10/13/2015,-73.82675699,40.87893799,X,AREA OF MINIMAL FLOOD HAZARD,4
